Distance_(pixels),Gray_Value
454,9621.000
455,9819.000
456,9927.571
457,10009.429
458,10045.143
459,10079.286
460,10135.429
461,10147.143
462,10156.429
463,10154.143
464,10171.286
465,10212.286
466,10243.286
467,10244.000
468,10214.000
469,10213.571
470,10185.000
471,10177.429
472,10204.143
473,10188.714
474,10208.571
475,10196.571
476,10140.286
477,10065.000
478,9950.571
479,9777.429
480,9523.714
481,9287.286
482,9174.429
483,9143.429
484,9247.286
485,9459.143
486,9597.429
487,9683.143
488,9723.429
489,9722.143
490,9705.571
491,9664.571
492,9599.000
493,9510.286
494,9416.143
495,9395.857
496,9415.714
497,9405.571
498,9411.571
499,9413.571
500,9340.429
501,9179.286
502,8957.143
503,8689.143
504,8503.429
505,8480.857
506,8566.143
507,8729.143
508,9030.857
509,9306.286
510,9463.571
511,9555.571
512,9578.714
513,9574.714
514,9572.857
515,9576.429
516,9582.429
517,9550.857
518,9535.143
519,9543.429
520,9584.571
521,9641.857
522,9688.429
523,9769.857
524,9836.000
525,9862.571
526,9869.571
527,9873.429
528,9868.714
529,9812.000
530,9742.000
531,9622.429
532,9481.857
533,9384.571
534,9370.857
535,9422.714
536,9523.857
537,9660.143
538,9720.714
539,9698.000
540,9646.000
541,9585.000
542,9515.143
543,9445.857
544,9367.429
545,9315.429
546,9334.429
547,9397.000
548,9428.286
549,9432.286
550,9399.857
551,9352.429
552,9292.143
553,9248.857
554,9233.714
555,9227.429
556,9236.143
557,9235.714
558,9236.286
559,9227.429
560,9220.714
561,9241.000
562,9273.714
563,9277.143
564,9232.000
565,9139.143
566,8990.714
567,8843.000
568,8709.000
569,8676.429
570,8761.571
571,8937.143
572,9182.000
573,9376.429
574,9491.143
575,9516.429
576,9521.571
577,9520.571
578,9508.000
579,9489.429
580,9457.857
581,9431.143
582,9400.571
583,9384.857
584,9391.571
585,9410.286
586,9437.286
587,9398.857
588,9250.714
589,9024.286
590,8766.857
591,8641.571
592,8691.571
593,8814.143
594,9010.286
595,9215.143
596,9320.429
597,9366.429
598,9400.286
599,9417.571
600,9399.429
601,9400.714
602,9379.571
603,9316.571
604,9253.571
605,9186.571
606,9151.857
607,9136.143
608,9158.857
609,9234.429
610,9312.000
611,9404.000
612,9450.429
613,9484.286
614,9554.571
615,9619.714
616,9636.000
617,9634.143
618,9634.857
619,9647.429
620,9640.143
621,9596.429
622,9575.286
623,9540.714
624,9491.000
625,9465.143
626,9436.714
627,9399.571
628,9395.857
629,9407.857
630,9440.429
631,9493.143
632,9554.286
633,9617.857
634,9646.286
635,9653.143
636,9678.571
637,9718.286
638,9713.571
639,9621.714
640,9393.714
641,8950.714
642,8316.571
643,7661.857
644,7216.857
645,7149.429
646,7475.857
647,8019.857
648,8633.143
649,9140.143
650,9429.714
651,9579.714
652,9656.571
653,9709.714
654,9764.714
655,9769.857
656,9797.143
657,9835.000
658,9818.286
659,9714.571
660,9524.286
661,9264.857
662,9076.000
663,9004.714
664,9035.714
665,9098.429
666,9232.000
667,9371.571
668,9415.429
669,9422.571
670,9411.571
671,9443.000
672,9507.857
673,9573.143
674,9594.286
675,9595.429
676,9631.429
677,9656.571
678,9645.143
679,9631.000
680,9591.429
681,9498.571
682,9332.714
683,9083.286
684,8913.429
685,8842.429
686,8868.857
687,8955.857
688,9131.571
689,9338.286
690,9404.143
691,9386.571
692,9323.857
693,9163.143
694,8981.143
695,8862.571
696,8822.143
697,8829.571
698,8925.429
699,9113.429
700,9327.143
701,9489.571
702,9576.429
703,9608.000
704,9610.571
705,9618.714
706,9629.571
707,9644.000
708,9644.000
709,9671.571
710,9709.429
711,9708.857
712,9738.857
713,9745.429
714,9707.143
715,9669.000
716,9634.857
717,9591.143
718,9580.286
719,9576.857
720,9593.286
721,9607.429
722,9573.857
723,9535.000
724,9460.000
725,9366.143
726,9253.429
727,9149.143
728,9113.000
729,9110.714
730,9127.286
731,9157.571
732,9162.429
733,9128.714
734,9093.857
735,9055.000
736,9015.857
737,9018.571
738,9037.571
739,9001.429
740,8953.143
741,8959.286
742,8950.714
743,8906.000
744,8800.429
745,8628.143
746,8329.571
747,7851.714
748,7228.429
749,6506.429
750,5921.000
751,5671.286
752,5815.857
753,6277.429
754,6939.286
755,7660.429
756,8277.286
757,8710.857
758,8979.286
759,9114.286
760,9164.714
761,9167.714
762,9109.143
763,8945.429
764,8825.429
765,8799.714
766,8834.571
767,8933.857
768,9107.000
769,9272.429
770,9335.143
771,9324.857
772,9247.571
773,9165.429
774,9016.571
775,8753.571
776,8332.286
777,7745.429
778,7110.857
779,6585.429
780,6349.429
781,6463.429
782,6874.143
783,7398.286
784,7824.571
785,8042.429
786,8089.714
787,8120.143
788,8238.857
789,8378.429
790,8545.571
791,8695.429
792,8746.571
793,8774.571
794,8760.571
795,8745.429
796,8759.571
797,8754.429
798,8783.571
799,8824.429
800,8861.286
801,8898.429
802,8895.429
803,8931.143
804,8955.286
805,8950.571
806,8916.000
807,8895.286
808,8913.286
809,8938.429
810,8971.143
811,9011.286
812,9070.571
813,9090.429
814,9079.143
815,9046.857
816,9051.000
817,9106.000
818,9202.857
819,9278.571
820,9369.000
821,9455.286
822,9504.857
823,9537.429
824,9535.857
825,9459.000
826,9433.857
827,9451.286
828,9460.571
829,9490.286
830,9505.286
831,9536.143
832,9583.571
833,9617.429
834,9647.429
835,9708.143
836,9764.286
837,9811.286
838,9840.714
839,9865.429
840,9878.571
841,9841.286
842,9817.857
843,9820.571
844,9794.714
845,9801.714
846,9821.286
847,9844.429
848,9868.857
849,9897.000
850,9890.714
851,9881.857
852,9873.857
853,9820.000
854,9768.857
855,9745.143
856,9709.143
857,9607.857
858,9522.571
859,9479.000
860,9412.000
861,9359.286
862,9345.429
863,9402.429
864,9445.143
865,9511.571
866,9591.000
867,9611.714
868,9633.429
869,9590.286
870,9541.857
871,9486.429
872,9356.857
873,9180.857
874,9054.143
875,9036.857
876,9079.571
877,9158.286
878,9254.429
879,9323.429
880,9377.143
881,9421.714
882,9462.857
883,9591.571
884,9712.429
885,9737.714
886,9792.714
887,9828.714
888,9828.714
889,9841.286
890,9872.000
891,9870.571
892,9833.714
893,9810.143
894,9717.857
895,9542.286
896,9454.286
897,9493.714
898,9584.286
899,9726.143
900,9888.286
901,9972.857
902,10007.571
903,10018.286
904,10074.571
905,10118.143
906,10154.857
907,10139.000
908,10104.571
909,10070.571
910,10020.571
911,9994.571
912,9932.286
913,9875.000
914,9871.286
915,9898.143
916,9957.571
917,10003.857
918,10026.429
919,10048.857
920,10075.714
921,10053.000
922,9972.857
923,9888.429
924,9837.143
925,9825.286
926,9816.143
927,9766.000
928,9755.286
929,9792.571
930,9833.286
931,9841.714
932,9867.857
933,9854.286
934,9808.143
935,9813.143
936,9808.714
937,9815.000
938,9820.286
939,9777.000
940,9774.286
941,9784.857
942,9761.143
943,9727.714
944,9677.000
945,9605.714
