Velocidades_Air,Velocidades_Ritz
2009.8286152117573,2062.3352288908236
2642.280669722975,2689.9355382324516
2985.9092051587404,3004.950509130226
2590.5211127071257,2647.6113421717173
3109.04341091123,3109.04341091123
2495.8543705677307,2533.854211686823
2326.610499070618,2340.8507034662957
2796.5553859537663,2772.829964975478
2888.992315284098,2907.9586475395754
2163.944246637417,2826.235145427678
2778.7590684423426,2903.3997871142856
2950.841497071132,3189.290005196584
