Distance_(pixels),Gray_Value
454,8871.714
455,8965.571
456,9009.429
457,9054.143
458,9080.000
459,9083.143
460,9099.571
461,9113.714
462,9114.429
463,9113.143
464,9114.143
465,9088.000
466,9068.286
467,9056.429
468,9014.714
469,8995.857
470,8993.714
471,8950.000
472,8927.000
473,8915.857
474,8836.000
475,8775.857
476,8687.429
477,8518.571
478,8297.429
479,8071.286
480,7993.143
481,7999.429
482,8098.857
483,8294.571
484,8406.857
485,8461.571
486,8488.143
487,8491.857
488,8484.143
489,8449.857
490,8379.429
491,8300.286
492,8272.000
493,8266.857
494,8278.714
495,8315.857
496,8351.857
497,8336.857
498,8240.143
499,8101.714
500,7900.286
501,7650.857
502,7494.857
503,7499.857
504,7542.286
505,7698.286
506,7989.429
507,8206.143
508,8335.714
509,8418.286
510,8441.571
511,8449.286
512,8452.429
513,8433.571
514,8415.000
515,8402.857
516,8403.857
517,8401.714
518,8406.857
519,8454.429
520,8524.000
521,8557.000
522,8596.429
523,8630.286
524,8647.286
525,8663.000
526,8637.857
527,8620.429
528,8575.571
529,8454.571
530,8341.000
531,8282.000
532,8242.857
533,8274.000
534,8388.857
535,8489.571
536,8562.857
537,8595.714
538,8589.143
539,8526.000
540,8471.143
541,8404.000
542,8312.571
543,8265.857
544,8310.143
545,8340.571
546,8353.429
547,8375.714
548,8358.429
549,8319.857
550,8281.286
551,8242.000
552,8218.571
553,8211.857
554,8196.714
555,8221.714
556,8225.143
557,8192.857
558,8195.143
559,8231.857
560,8242.429
561,8242.286
562,8228.143
563,8160.143
564,8024.000
565,7885.143
566,7743.000
567,7693.714
568,7799.429
569,7967.571
570,8209.714
571,8397.143
572,8448.714
573,8476.857
574,8512.714
575,8539.000
576,8558.429
577,8528.714
578,8494.429
579,8512.714
580,8493.857
581,8458.857
582,8454.571
583,8447.857
584,8417.429
585,8369.143
586,8235.857
587,7998.857
588,7769.000
589,7626.429
590,7628.000
591,7780.143
592,7987.143
593,8149.429
594,8230.000
595,8264.286
596,8300.857
597,8319.000
598,8326.000
599,8323.143
600,8290.286
601,8257.571
602,8208.571
603,8107.143
604,8049.714
605,8041.714
606,8086.857
607,8121.857
608,8178.286
609,8291.143
610,8346.286
611,8388.143
612,8429.143
613,8453.000
614,8489.286
615,8514.286
616,8543.000
617,8561.714
618,8573.571
619,8566.143
620,8531.143
621,8482.143
622,8438.429
623,8403.286
624,8367.714
625,8315.429
626,8310.571
627,8343.286
628,8360.571
629,8395.000
630,8462.714
631,8498.857
632,8506.714
633,8519.714
634,8528.857
635,8536.000
636,8546.000
637,8500.714
638,8328.857
639,8010.571
640,7518.429
641,6976.429
642,6526.857
643,6315.429
644,6458.286
645,6873.286
646,7371.571
647,7823.286
648,8145.714
649,8313.286
650,8410.857
651,8480.143
652,8538.143
653,8547.857
654,8574.143
655,8603.000
656,8557.000
657,8487.000
658,8326.429
