Velocidades_Air,Velocidades_Ritz
1514.99141367209,1567.497940684361
1832.6304328011204,1880.2851726101094
2138.5664038364303,2157.607653989513
1837.4356272006432,1894.5257132545164
2503.5950026074265,2503.5950026074265
2445.7793020008803,2483.7791367728187
2370.5185230849406,2384.7587295662424
2775.9943343201207,2752.268914969008
2300.658107039052,2319.6244020739987
2075.821339733076,2701.7555393867506
2654.279482114211,2308.6067341987696
2356.0483500314126,2038.0206376621613
