Velocidades_Air,Velocidades_Ritz
1531.7827872926905,1584.2893172458369
2375.107639766734,2422.7624658068853
2707.6553646220514,2726.6966509204326
2209.941617359212,2267.0317743497226
2757.755209424158,2757.755209424158
2183.805927785347,2221.8057293514344
1849.3090707273338,1863.54925245127
2305.875456899854,2282.150074753361
2168.505879331234,2187.472166005667
1904.5450687582816,2469.290977663511
2421.8149572044435,1970.3374991524843
2017.7790614550433,2501.507424594824
