Distance_(pixels),Gray_Value
756,8564.714
757,9027.000
758,9334.857
759,9514.286
760,9582.857
761,9572.714
762,9509.286
763,9323.000
764,9168.571
765,9165.429
766,9222.429
767,9295.714
768,9464.286
769,9663.286
770,9719.143
771,9718.429
772,9680.857
773,9584.429
774,9417.429
775,9128.143
776,8674.714
777,8096.714
778,7430.143
779,6878.571
780,6655.857
781,6783.429
782,7182.571
783,7708.857
784,8140.286
785,8387.857
786,8441.286
787,8466.000
788,8571.857
789,8701.714
790,8852.000
791,9010.143
792,9089.571
793,9086.000
794,9072.286
795,9040.286
796,9052.857
797,9085.857
798,9106.000
799,9130.571
800,9159.000
801,9189.857
802,9223.857
803,9259.429
804,9248.857
805,9251.429
806,9250.429
807,9214.857
808,9200.571
809,9231.143
810,9285.143
811,9358.286
812,9377.000
813,9403.857
814,9398.857
815,9352.143
816,9331.000
817,9362.571
818,9442.857
819,9525.857
820,9631.143
821,9708.714
822,9778.143
823,9764.286
824,9708.714
825,9668.571
826,9658.286
827,9667.000
828,9656.714
829,9691.000
830,9738.143
831,9797.571
832,9827.286
833,9832.714
834,9864.000
835,9908.000
836,10018.429
837,10094.714
838,10126.857
839,10158.857
840,10175.000
841,10166.429
842,10142.571
843,10142.429
844,10167.000
845,10163.571
846,10183.286
847,10211.143
848,10229.286
849,10241.429
850,10261.714
851,10289.857
852,10284.429
853,10232.000
854,10196.000
855,10149.143
856,10099.000
857,10053.286
858,9975.429
859,9880.000
860,9825.571
861,9803.000
862,9787.857
863,9802.429
864,9876.286
865,9953.000
866,9989.714
867,10009.143
868,10019.286
869,10004.000
870,9943.429
871,9842.714
872,9725.571
873,9560.286
874,9407.571
875,9357.000
876,9405.286
877,9501.286
878,9587.714
879,9656.714
880,9697.714
881,9722.286
882,9786.286
883,9879.000
884,9961.714
885,10031.571
886,10064.429
887,10091.714
888,10122.000
889,10121.000
890,10117.714
891,10131.714
892,10114.429
893,10060.286
894,9967.429
895,9810.714
896,9711.143
897,9750.571
898,9821.429
899,9962.857
900,10157.571
901,10260.571
902,10310.143
903,10354.286
904,10362.000
905,10415.429
906,10468.143
907,10458.143
908,10430.143
909,10413.857
910,10345.429
911,10290.429
912,10273.857
913,10227.714
914,10201.286
915,10256.571
916,10275.571
917,10327.286
918,10415.286
919,10424.714
920,10446.000
921,10416.857
922,10349.857
923,10313.429
924,10268.571
925,10221.429
926,10181.286
927,10184.714
928,10214.714
929,10238.429
930,10276.571
931,10352.714
932,10367.714
933,10326.000
934,10314.429
935,10318.429
936,10291.286
937,10277.857
938,10270.571
939,10264.286
940,10262.286
941,10226.143
942,10192.000
943,10164.857
944,10135.286
945,10080.714
946,10016.429
947,9957.714
948,9918.714
949,9915.714
950,9952.429
951,10025.857
952,10081.143
953,10162.000
954,10185.429
955,10183.857
956,10165.857
957,10137.857
958,10099.000
959,10066.857
960,10014.143
961,9963.286
962,9945.286
963,9947.857
964,9977.714
965,9999.857
966,10033.000
967,10099.571
968,10110.143
969,10086.714
970,10095.286
971,10095.571
972,10095.143
973,10098.429
974,10081.429
